uid,nombre_entidad,dpto_entidad,munp_entidad,orden_entidad,tipo_contrato,tipo_proceso,valor_contrato_reg,ruta_web,error_valor_estimado,tipo_error_valor_estimado,error_valor_contrato,tipo_error_valor_contrato,valor_contrato_real,error_adicion,tipo_error_adicion,tipo_consulta
CO1.PCCNTR.1422639,UNIDAD PRESTADORA DE SALUD SANTANDER,Santander,Bucaramanga,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1144339&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.295543,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.304947&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$15,000,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1423383,ICBF REGIONAL BOGOTA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1144628&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.319546,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI,Distrito Capital de Bogotá,No Definido,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.326131&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$14,370,282 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.293929,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.303378&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$14,400,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.435023,MINISTERIO DE EDUCACION NACIONAL (MEN),Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.435423&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$72,000,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.257530,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.269001&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$7,345,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1806714,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1419942&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.259252,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE),Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.271139&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$35,046,677 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1518295,DISPENSARIO MEDICO DE MEDELLÍN,Antioquia,Medellín,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1214795&isFromPublicArea=True&isModal=true&asPopupView=true,1,Digitación,1,Digitación,"$51,750,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.272975,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.282434&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$36,000,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.601443,FONDO ROTATORIO DEL DANE (FONDANE),Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.561819&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$9,600,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.505260,UNIDAD PARA LAS VÍCTIMAS - FONDO PARA LA REPARACIÓN DE LAS VÍCTIMAS,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.488654&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$15,000,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.601518,ARMADA NACIONAL BASE NAVAL No. 6 ARC BOGOTA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.562107&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$4,950,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1302139,MINISTERIO DE MINAS Y ENERGIA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1059875&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.2016564,ICBF REGIONAL BOGOTA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1576865&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1845338,CONGRESO DE LA REPÚBLICA - HONORABLE SENADO DE LA REPÚBLICA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1381985&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$4,694,706 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.287826,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.297629&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$22,500,000 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1354820,UARIV-UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,Distrito Capital de Bogotá,Bogotá,Nacional,Prestación de servicios,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1086093&isFromPublicArea=True&isModal=true&asPopupView=true,0,,1,Digitación,"$49,700,943 ",0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1717645,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1352379&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1956345,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación régimen especial (con ofertas), $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1487003&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.717399,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.645703&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1797776,SENA REGIONAL  BOYACA Grupo de Apoyo Administrativo Mixto,Boyacá,Sogamoso,Nacional,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1414339&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1598513,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1268309&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1917211,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1503118&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.678925,CENTRO DE MEMORIA HISTORICA,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.617085&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.502697,UNIDAD DE PLANIFICACIÓN DE TIERRAS RURALES  ADECUACIÓN DE TIERRAS Y USOS AGROPECUARIOS,Distrito Capital de Bogotá,Bogotá,Nacional,Otro,Contratación directa, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.486695&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1847036,FUERZA AÉREA COLOMBIANA,Distrito Capital de Bogotá,Bogotá,Nacional,Decreto 092 de 2017,Contratación régimen especial, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1449126&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.64202,DIRECCION NACIONAL DE INTELIGENCIA,No Definido,No Definido,Nacional,Consultoría,Concurso de méritos abierto,$1.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.75301&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1457420,CAJA DE RETIRO DE LAS FUERZAS MILITARES,Distrito Capital de Bogotá,Bogotá,Nacional,Consultoría,Concurso de méritos abierto,$1.00 ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1123098&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1726250,CONTRALORIA GENERAL DE LA REPUBLICA,Distrito Capital de Bogotá,No Definido,Nacional,Consultoría,Concurso de méritos abierto, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1298033&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1910726,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,Distrito Capital de Bogotá,No Definido,Nacional,Consultoría,Concurso de méritos abierto, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1453113&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.1043421,UNIDAD DE PLANIFICACIÓN DE TIERRAS RURALES  ADECUACIÓN DE TIERRAS Y USOS AGROPECUARIOS,Distrito Capital de Bogotá,Bogotá,Nacional,Consultoría,Concurso de méritos abierto, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.851820&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.701517,INSTITUTO DE HIDROLÓGICA  METEOROLOGÍA Y ESTUDIOS AMBIENTALES,Distrito Capital de Bogotá,Bogotá,Nacional,Consultoría,Concurso de méritos abierto, $-   ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.619537&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Cuantia contrato cercano a cero
CO1.PCCNTR.725188,UNIDAD ADMINISTRATIVA ESPECIAL DE REHABILITACIÓN Y MANTENIMIENTO VIAL,Distrito Capital de Bogotá,Bogotá,Territorial,Prestación de servicios,Contratación directa,"$90,022,000.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.655271&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.790971,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$69,743,270.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.701722&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.881564,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$50,857,661.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.879169,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$41,839,394.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.883239,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$41,177,167.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767856&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.881384,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,345.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767856&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.879946,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,345.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767856&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.880674,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,345.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.880681,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,345.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882433,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,345.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767971&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.883058,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,345.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882387,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,345.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767856&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.875522,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,345.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767971&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882215,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,344.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767971&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.877079,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,344.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.884103,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,344.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.880882,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,344.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882305,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,492,344.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.881470,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$35,478,345.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.880472,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$34,284,883.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.879165,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$34,284,883.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882804,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$34,284,883.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882446,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$33,742,402.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767856&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.877665,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$33,413,411.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.881473,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$32,657,436.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.888029,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$32,657,436.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.882351,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$32,657,436.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.879766,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$31,029,989.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.880422,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$29,402,542.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768720&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.791432,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$29,385,133.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.701722&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.880711,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$22,892,755.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.768711&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.887714,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$19,637,861.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.767962&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
CO1.PCCNTR.793785,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Distrito Capital de Bogotá,No Definido,Territorial,Prestación de servicios,Contratación régimen especial,"$19,485,230.00 ",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.701722&isFromPublicArea=True&isModal=true&asPopupView=true,0,,0,,,0,,Adiciones altas y bajas
