uid,nivel_entidad,orden_entidad,tipo_contrato,nombre_entidad,dpto_entidad,munp_entidad,cuantia_contrato_reg,valor_adicion_reg,valor_total_reg,ruta_web,error_cuantia_proceso,tipo_error_proceso,error_cuantia_contrato,tipo_error_contrato,cuantia_contrato_real,error_adicion,tipo_error_adicion,valor_adicion_real,cuantia_proceso_real,cuantia_proceso_reg,moneda,tipo_consulta
14-13-3089739-2933114,NACIONAL,NACIONAL DESCENTRALIZADO,Prestación de Servicios,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,Bogotá D.C.,Bogotá D.C.,320,  ,320,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-3089739,0,,1,Digitación,1294865,0,,,,1294865,Dólares (USD),Cuantia contrato cercano a cero
18-4-7948503-7219949,NACIONAL,NACIONAL DESCENTRALIZADO,Otro Tipo de Contrato,SERVICIOS POSTALES NACIONALES,Bogotá D.C.,Bogotá D.C.,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7948503,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
17-12-6803417-6186739,NACIONAL,NACIONAL DESCENTRALIZADO,Otro Tipo de Contrato,CONSEJO PROFESIONAL NACIONAL DE ARQUITECTURA Y SUS PROFESIONES AUXILIARES,Bogotá D.C.,Bogotá D.C.,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6803417,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
16-12-5777659-5258989,NACIONAL,NACIONAL CENTRALIZADO,Prestación de Servicios,DIRECCIÓN GENERAL DE SANIDAD MILITAR,Bogotá D.C.,Bogotá D.C.,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5777659,0,,1,Digitación,42960000,0,,,,42960000,Pesos (COP),Cuantia contrato cercano a cero
15-12-4027723-3731772,NACIONAL,NACIONAL CENTRALIZADO,Obra,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4027723,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
16-12-5103515-4663737,NACIONAL,NACIONAL CENTRALIZADO,Otro Tipo de Contrato,MINISTERIO DE RELACIONES EXTERIORES (CANCILLERIA),Bogotá D.C.,Bogotá D.C.,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5103515,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
19-4-9712734-8844646,NACIONAL,NACIONAL CENTRALIZADO,Otro Tipo de Contrato,DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA (DAPRE),Bogotá D.C.,Bogotá D.C.,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9712734,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
14-12-2882664-2700927,TERRITORIAL,DISTRITO CAPITAL,Prestación de Servicios,BOGOTÁ D.C. - SECRETARÍA DE INTEGRACIÓN SOCIAL,Bogotá D.C.,Bogotá D.C.,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2882664,1,Digitación,1,Digitación,5740000,0,,,5740000,  ,Pesos (COP),Cuantia contrato cercano a cero
17-12-6734383-6123784,TERRITORIAL,DISTRITO CAPITAL,Otro Tipo de Contrato,BOGOTÁ D.C. - SECRETARÍA DE HACIENDA DISTRITAL,Bogotá D.C.,Bogotá D.C.,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6734383,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
14-12-2360262-2218650,TERRITORIAL,DISTRITO CAPITAL,Otro Tipo de Contrato,BOLÍVAR - ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,Bolívar,Cartagena,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2360262,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
15-12-3981530-3693125,TERRITORIAL,DISTRITO CAPITAL,Otro Tipo de Contrato,BOGOTÁ D.C. - JARDÍN BOTÁNICO,Bogotá D.C.,Bogotá D.C.,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3981530,1,Eliminación de ceros,1,Eliminación de ceros,7273000000,0,,,7273000000,  ,Pesos (COP),Cuantia contrato cercano a cero
18-4-8289649-7540919,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,PUTUMAYO - EMPRESA DE SERVICIOS PÚBLICOS EMPORITO E.S.P,Putumayo,Orito,6900000,  ,6900000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8289649,1,Digitación,0,,,0,,,6900000,1123326593,Pesos (COP),Diferencia cuantia proceso y valor contrato
14-4-2954142-2768078,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,ANTIOQUIA - SOCIEDAD TELEVISIÓN DE ANTIOQUIA LTDA. - TELEANTIOQUIA,Antioquia,Medellín,63900,  ,63900,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2954142,1,Digitación,0,,,0,,,63900,66776682,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-9-431953-6218474,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Compraventa,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SILVANIA,Cundinamarca,Silvania,150000,  ,150000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-9-431953,0,,1,Eliminación de ceros,150000000,0,,,,150000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-12-6786085-6171453,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Prestación de Servicios,QUINDÍO - ALCALDÍA MUNICIPIO DE LA TEBAIDA,Quindío,La Tebaida,3450000,  ,3450000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6786085,1,Digitación,0,,,0,,,3450000,44850000,Pesos (COP),Diferencia cuantia proceso y valor contrato
16-12-4662188-4289010,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,ANTIOQUIA - INDER ENVIGADO - INSTITUTO DE DEPORTES  RECREACIÓN Y APROVECHAMIENTO DEL TIEMPO LIBRE,Antioquia,Envigado,22682002,  ,22682002,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-4662188,1,Digitación,0,,,0,,,22682002,260000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
15-12-3385167-3191481,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CALI,Valle del Cauca,Cali,18500000,  ,18500000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3385167,1,Digitación,0,,,0,,,18500000,3500047004,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-4-6669369-6247310,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Suministro,CAUCA - HOSPITAL UNIVERSITARIO SAN JOSÉ DE POPAYÁN,Cauca,Popayán,6584886,  ,6584886,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6669369,1,Digitación,0,,,0,,,6584886,219546142,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-4-6520644-5928770,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Suministro,NORTE DE SANTANDER - E.S.E. HOSPITAL UNIVERSITARIO ERASMO MEOZ,Norte De Santander,San José de Cúcuta,4476006,  ,4476006,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6520644,1,Digitación,0,,,0,,,4476006,249448034,Pesos (COP),Diferencia cuantia proceso y valor contrato
20-4-10311005-9440987,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C. - E.S.E. HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Bogotá D.C.,Bogotá D.C.,135960000,  ,135960000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10311005,1,Digitación,0,,,0,,,135960000,1585925000,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-12-9140824-8348854,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,HUILA - E.S.E. CARMEN EMILIA OSPINA - NEIVA,Huila,Neiva,70000000,  ,70000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9140824,1,Digitación,0,,,0,,,70000000,5882352941,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-4-9326422-8487607,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,CUNDINAMARCA - FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA - FONDECUN,Bogotá D.C.,Bogotá D.C.,38171000,  ,38171000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9326422,1,Digitación,0,,,0,,,38171000,3351951000,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-12-9293349-8455997,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,VALLE DEL CAUCA - INSTITUCIÓN UNIVERSITARIA ANTONIO JOSÉ CAMACHO - CALI,Valle del Cauca,Cali,12000000,  ,12000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9293349,1,Digitación,0,,,0,,,12000000,1214400000,Pesos (COP),Diferencia cuantia proceso y valor contrato
15-12-3833770-3574542,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,NORTE DE SANTANDER - GOBERNACIÓN,Norte De Santander,San José de Cúcuta,9000000,  ,9000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3833770,1,Agregación de ceros,0,,,0,,,9000000,9000000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
16-4-5413856-4939660,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,MAGDALENA - EMPRESA DE SERVICIOS PUBLICOS DEL DISTRITO DE SANTA MARTA - ESSMAR ESP,Magdalena,Santa Marta,5157635,  ,5157635,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5413856,1,Digitación,0,,,0,,,5157635,207690000,Pesos (COP),Diferencia cuantia proceso y valor contrato
20-4-10416062-9538514,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,ANTIOQUIA - INSTITUCIÓN EDUCATIVA SANTOS ÁNGELES CUSTODIOS - MEDELLÍN,Antioquia,Medellín,499,  ,499,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10416062,0,,1,Eliminación de ceros,499800,0,,,,500000,Pesos (COP),Diferencia cuantia proceso y valor contrato
16-4-5494201-5010705,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,CUNDINAMARCA - E.S.E. HOSPITAL PEDRO LEÓN ÁLVAREZ DÍAZ - LA MESA,Cundinamarca,La Mesa,3856000,  ,3856000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5494201,1,Digitación,0,,,0,,,3856000,112000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-4-6435728-5851871,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,BOGOTÁ D.C. - E.S.E. HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Bogotá D.C.,Bogotá D.C.,3784200,  ,3784200,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6435728,1,Digitación,0,,,0,,,3784200,91137000,Pesos (COP),Diferencia cuantia proceso y valor contrato
18-4-8227354-7482483,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,ANTIOQUIA - E.S.E. HOSPITAL SAN RAFAEL - YOLOMBÓ,Antioquia,Yolombo,10273,  ,10273,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8227354,0,,1,Digitación,2053321,0,,,,2053321,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-4-6999104-6357401,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,ANTIOQUIA - VALOR+ S.A.S - MEDELLIN,Antioquia,Medellín,3000000,  ,3000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6999104,1,Digitación,0,,,0,,,3000000,1720400000,Pesos (COP),Diferencia cuantia proceso y valor contrato
18-12-7820223-7098888,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,NORTE DE SANTANDER - INSTITUTO DEPARTAMENTAL DE SALUD DE NORTE DE SANTANDER,Norte De Santander,San José de Cúcuta,332,  ,332,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7820223,0,,1,Digitación,6000000,0,,,,6000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
15-13-4055759-3780363,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Suministro,BOLÍVAR - GOBERNACIÓN,Bolívar,Cartagena,43246200,  ,43246200,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4055759,1,Digitación,0,,,0,,,43246200,64027167000,Pesos (COP),Diferencia cuantia proceso y valor contrato
18-12-8394875-7637621,NACIONAL,NACIONAL DESCENTRALIZADO,Prestación de Servicios,SERVICIO NACIONAL DE APRENDIZAJE (SENA),Bogotá D.C.,Bogotá D.C.,10636800,  ,10636800,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8394875,1,Digitación,0,,,0,,,10636800,296952750,Pesos (COP),Diferencia cuantia proceso y valor contrato
16-12-5921226-5383788,NACIONAL,NACIONAL DESCENTRALIZADO,Prestación de Servicios,SERVICIO NACIONAL DE APRENDIZAJE (SENA),Bogotá D.C.,Bogotá D.C.,2766,  ,2766,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5921226,0,,1,Digitación,30434425,0,,,,30434425,Pesos (COP),Diferencia cuantia proceso y valor contrato
18-13-8340078-7643447,NACIONAL,NACIONAL DESCENTRALIZADO,Compraventa,SERVICIO NACIONAL DE APRENDIZAJE (SENA),Bogotá D.C.,Bogotá D.C.,2641800,  ,2641800,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-8340078,1,Digitación,0,,,0,,,2641800,29400000,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-4-7119188-6467688,NACIONAL,NACIONAL DESCENTRALIZADO,Compraventa,CIAC - CORPORACIÓN DE LA INDUSTRIA AERONÁUTICA COLOMBIANA,Bogotá D.C.,Bogotá D.C.,42405,  ,42405,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7119188,0,,0,,,0,,,,139936500,Dólares (USD),Diferencia cuantia proceso y valor contrato
19-4-9809717-8938997,NACIONAL,NACIONAL DESCENTRALIZADO,Compraventa,CIAC - CORPORACIÓN DE LA INDUSTRIA AERONÁUTICA COLOMBIANA,Bogotá D.C.,Bogotá D.C.,2886,  ,2886,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9809717,0,,0,,,0,,,,288612,Dólares (USD),Diferencia cuantia proceso y valor contrato
17-12-6792165-6177002,NACIONAL,NACIONAL DESCENTRALIZADO,Otro Tipo de Contrato,CORPOBOYACÁ - CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ,Boyacá,Tunja,1075000,  ,1075000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6792165,1,Digitación,0,,,0,,,1075000,2017001347,Pesos (COP),Diferencia cuantia proceso y valor contrato
16-4-5290394-4830604,NACIONAL,NACIONAL CENTRALIZADO,Prestación de Servicios,ECOPETROL - EMPRESA COLOMBIANA DE PETRÓLEOS,Bogotá D.C.,Bogotá D.C.,3000000,  ,3000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5290394,1,Moneda diferente,0,,,0,,,,9000000000,Dólares (USD),Diferencia cuantia proceso y valor contrato
16-4-4719273-4336246,NACIONAL,NACIONAL CENTRALIZADO,Prestación de Servicios,INSTITUTO COLOMBIANO PARA EL FOMENTO DE LA EDUCACIÓN SUPERIOR (ICFES),Bogotá D.C.,Bogotá D.C.,1187840,  ,1187840,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4719273,1,Digitación,0,,,0,,,1187840,2147396095,Pesos (COP),Diferencia cuantia proceso y valor contrato
16-4-4715570-4333427,NACIONAL,NACIONAL CENTRALIZADO,Prestación de Servicios,INSTITUTO COLOMBIANO PARA EL FOMENTO DE LA EDUCACIÓN SUPERIOR (ICFES),Bogotá D.C.,Bogotá D.C.,1187840,  ,1187840,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4715570,1,Digitación,0,,,0,,,1187840,2147396095,Pesos (COP),Diferencia cuantia proceso y valor contrato
16-4-4835328-4437299,NACIONAL,NACIONAL CENTRALIZADO,Prestación de Servicios,INSTITUTO COLOMBIANO PARA EL FOMENTO DE LA EDUCACIÓN SUPERIOR (ICFES),Bogotá D.C.,Bogotá D.C.,1187840,  ,1187840,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4835328,1,Digitación,0,,,0,,,1187840,2147396095,Pesos (COP),Diferencia cuantia proceso y valor contrato
14-12-2453113-2306177,NACIONAL,NACIONAL CENTRALIZADO,Prestación de Servicios,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA (FPS),Bogotá D.C.,Bogotá D.C.,391627,  ,391627,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2453113,0,,1,Digitación,39111627,1,Adiciones faltantes,12509387,,39111627,Pesos (COP),Diferencia cuantia proceso y valor contrato
18-12-7564721-6873295,NACIONAL,NACIONAL CENTRALIZADO,Prestación de Servicios,DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA  TECNOLOGÍA E INNOVACIÓN (COLCIENCIAS),Bogotá D.C.,Bogotá D.C.,82,  ,82,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7564721,0,,1,Digitación,23525963,0,,,,23525963,Pesos (COP),Diferencia cuantia proceso y valor contrato
16-4-5980003-5457834,NACIONAL,NACIONAL CENTRALIZADO,Suministro,ECOPETROL - EMPRESA COLOMBIANA DE PETRÓLEOS,Bogotá D.C.,Bogotá D.C.,343200,  ,343200,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5980003,1,Moneda diferente,0,,,0,,,,1030560000,Dólares (USD),Diferencia cuantia proceso y valor contrato
16-12-5072244-4638691,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,META - ALCALDÍA MUNICIPIO DE GRANADA,Meta,Granada,3750000,  ,3750000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5072244,1,Agregación de ceros,0,,,0,,,3750000,3750000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-12-7381556-6700559,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,NARIÑO - ALCALDÍA MUNICIPIO DE SAN PEDRO DE CARTAGO,Nariño,San Pedro de Cartago,950000,  ,950000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7381556,1,Agregación de ceros,0,,,0,,,950000,950000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-12-9349615-8508802,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CAUCA - ALCALDÍA MUNICIPIO DE SAN SEBASTIÁN,Cauca,San Sebastián,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9349615,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
16-12-5320586-4854060,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,META - ALCALDÍA MUNICIPIO DE ACACIAS,Meta,Acacías,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5320586,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
16-12-5955546-7700287,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,NARIÑO - ALCALDÍA MUNICIPIO DE CONSACA,Nariño,Consaca,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5955546,0,,1,Digitación,96015649,0,,,,96015649,Pesos (COP),Cuantia contrato cercano a cero
15-12-3486966-3289904,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CAUCA - ALCALDÍA MUNICIPIO DE CAJIBÍO,Cauca,Cajibío,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3486966,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
15-12-4437088-4092087,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,Prestación de Servicios,CALDAS - ALCALDÍA MUNICIPIO DE LA DORADA,Caldas,La Dorada,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4437088,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
14-1-129621-3267327,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,Concesión,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE JAMUNDÍ,Valle del Cauca,Jamundi,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129621,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
15-12-3291079-3096700,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,CASANARE - CAPRESOCA E.P.S.,Casanare,Yopal,3937030,120000000.00,123937030,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3291079,0,,0,,,1,Agregación de ceros,120000,,3937030,Pesos (COP),Adiciones altas y bajas
17-9-433479-6371869,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,SANTANDER - INSTITUTO DE LA JUVENTUD EL DEPORTE Y LA RECREACIÓN DE BUCARAMANGA - INDERBU,Santander,Bucaramanga,115500,10418136.00,10533636,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-9-433479,0,,1,Eliminación de ceros,115500000,0,,,,123991000,Pesos (COP),Adiciones altas y bajas
17-12-6020386-5526114,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,ANTIOQUIA - ALCALDÍA MUNICIPIO DE BELLO,Antioquia,Bello,11760,5047000.00,5058760,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6020386,0,,1,Eliminación de ceros,11760000,0,,,,11760000,Pesos (COP),Adiciones altas y bajas
14-12-2749742-2572752,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,ANTIOQUIA - CONCEJO MUNICIPIO DE MEDELLÍN,Antioquia,Medellín,159,720000.00,720159,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2749742,0,,1,Digitación,7576866,0,,,,7576866,Pesos (COP),Adiciones altas y bajas
14-12-2752455-2575146,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CALI,Valle del Cauca,Cali,178,  ,178,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2752455,0,,1,Digitación,14000000,0,,,,14000000,Pesos (COP),Diferencia cuantia proceso y valor contrato
14-12-3213246-3010711,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,HUILA - ALCALDÍA MUNICIPIO DE NEIVA,Huila,Neiva,  ,  ,  ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3213246,0,,0,,,0,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
15-12-4475691-4110762,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,RISARALDA - ALCALDÍA MUNICIPIO DE PEREIRA,Risaralda,Pereira,24262,  ,24262,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4475691,0,,1,Eliminación de ceros,2426238,0,,,,2426238,Pesos (COP),Diferencia cuantia proceso y valor contrato
18-9-448693-7822442,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Compraventa,SANTANDER - ALCALDÍA MUNICIPIO DE BARRANCABERMEJA,Santander,Barrancabermeja,323259,85039304.00,85362563,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-9-448693,0,,1,Eliminación de ceros,323259811,0,,,,323259811,Pesos (COP),Diferencia cuantia proceso y valor contrato
19-4-9066233-8247523,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Compraventa,ANTIOQUIA - UNIVERSIDAD DE ANTIOQUIA,Antioquia,Medellín,291,  ,291,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9066233,0,,1,Eliminación de ceros,291550,0,,,,291550,Pesos (COP),Diferencia cuantia proceso y valor contrato
17-13-6993946-6383703,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Compraventa,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ENVIGADO,Antioquia,Envigado,33,  ,33,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6993946,0,,1,Digitación,33915000,0,,,,45152004,Pesos (COP),Cuantia contrato cercano a cero
16-4-4954822-4542935,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,ANTIOQUIA - EMPRESA PARA LA SEGURIDAD URBANA - ESU,Antioquia,Medellín,  ,65914597.00,65914597,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4954822,,,,,,,,,,  ,Pesos (COP),Cuantia contrato cercano a cero
15-4-4063888-3761275,NACIONAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BANCO DE LA REPÚBLICA,Bogotá D.C.,Bogotá D.C.,13224,37521587.00,37534811,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4063888,0,,1,Moneda diferente,32334795,0,,,,32334795,Dólares (USD),Adiciones altas y bajas
14-4-2613436-2450177,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C. - E.S.E. HOSPITAL CENTRO ORIENTE II NIVEL,Bogotá D.C.,Bogotá D.C.,2756411,30813080.00,33569491,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2613436,0,,0,,,0,,,,2756411,Pesos (COP),Adiciones altas y bajas
